user_id,sex,plan,age,age_bin,ethnicity,department,nationality,country_of_work
9917,Male,Dependent account,64.0,60+,Chinese,Product,SSingapore,Singapore
9918,Male,Maün account,49.0,41-50,Chi—ese,HR,Singapo®e,singapore
9919,Feméle,Main account,58.0,51-60,,,Singapore,hONG kONG
9920,Fmeale,,38.0,31-04, Chinese,Produc–,Singapore,Singapore
9921,Female ,Main account,37.0,31-40,,Product,Singapore,Singapoze
9922,Female,Main account,52.0,51-60,,Product,Malay™ia,"Si""gapore"
9923, Male,Dependentaccount,25.0,,Chinese,,India,Singapore
9924,Male,Dependent account,79.0,60+,Indian,,Singapore,China
9925,Male,Dependent account,,21-30,chinese,HR,Singapore,
9926,mALE,Dependent account,56.0,51-60,Malay,hr,Singapore,
9927,,Dependent account,84.0,60+,Chinese,Product,Singapore,Singapore
9928,Female ,Main account,20.0,11-20,Chinese,,Singapore,Singapore
9929,Female,Dependent account,63.0,60+,Chinese,Product,Singapore,Singapore
9930,Female,Dependent Account,63.0,60+,Chinese ,Business,Malaysia,S–ngapore
9931,Male,Dependent account,8.0,010,Chines–,Busineess,Singapore,China
9932,Maale,Dependent account,27.0,21-30,,Product,Singaüore,Singapore
9933,,,70.0,60+,Chinese,product,Singapore,Singapore
9934,,Dependent account,7.0,0-10,Indian,Product,Malaysia,Singapore
9935,Male,Main account ,34.0,31-40,,Product,Singapore,
9936,male,,8.0,0-ñ0,Malay,HR,sINGAPORñ,SINGAPORE
9937,Female,Dependent account,69.0,60+,Chinese,HR,Singapore,Singapore
9938,"Feman""",Dependent account,27.0,21-30,,HR,SINGAPORE,Singapore
9939,,Dependent account,76.0,60+,,Business,Singapore,Singapore
9940,,,60.0,51-60,Chinese,Business,Singapore, Singapore
9941,Male ,Deepndent account,35.0,31-40,Chinese,Business, Singapyre,hong kong
9942,Male,Dependent account,70.0,60+,Chinese,H—,Malaysia ,Sin®apore
9943,Female,Dependent account,29.0,21-30,Chinese,Business,Singapore,Singpore
9944,"Ma""e",Main account,34.0,,Chinese,Business,Singapore,singapore
9945,Male ,Dependent account,51.0, 51-60,Chinese,BUSINESS,Singapore,Singapore
9946,Male,Dependen taccount,38.0,31-40,CHINESE,Product,India,Singapore
9947,Fem®le,,35.0,31-40,CHINESE,Product,Singapore,Singapore
9948,Female,Main account,35.0,31-40,Chinese,Product,Singapore,Singapore
9949,Female,Dependent account,30.0,21-30,Chinese, Product,'ingapore,Singapore
9950,,Dependent account,18.0,11-20,Chinese,Product,Singapore,Sinéapore
9951,Male,dependent account,44.0,,Chinese,rPod—ct,Singapore,Singapore
9952,Male,Dependent account,4.0,0-10,Chinese,Produc',Singapore,Singapore
9953,Female,Dependent account,2.0,0-10,Chinese,HR,Singapore,Singapore
9954,mle,Dependent account,57.0,…1-60,Chinese,Product,Singapore,Singapore
9955,Female,,56.0,,Chinese,Business,singapore,Singapore
9956,Female,Dependent account ,29.0,21-30,Indian,Business,Singapore,Singapore
9957,Mvle,Main account,44.0,41-50,Chinese,HR,Singapore,SINGAPORE
9958, Female,Dependent account,5.0,0-–1,CHINESE,Business,Singapore,China
9959,Female,Main account,31.0,31-40,Ch™nese,Product,Singapore,Singapore
9960,Female,Main account,37.0,31-40,Chi…ese,business,Singapore,Singapore
9961,Male,Main account,62.0,é0+,Chinese,,Singapore,Hong Konk
9962,Male,Dependent account,72.0,60+,Chin–se,,Singapore,Singapore
9963,Fema…e,ñain account,55.0,51-60,Chinese,Proouct,Singapore,Singapore
9964,Mal–,Main account,32.0,31-40,INDIAN,Product,,Singapore
9965,Male,Main accouunt,40.0,31-40,Chinese,Business,singapore,Singapore
9966,Female,Dependent account,40.0,31-40,Chinese,HR,Singap–re,Singapore
9967,Female,,34.0,31-40 ,Chinese,—R,Singapore,singapore
9968,Male,Dependent account,59.0,,Chinese,Business,Singapore ,Singapore
9969,Male,Dependent account,25.0,21-30,Chinese,,China,China
9970,Female,Depend'nt account,5.0,0-10,Chinese, Business,Sic—apore,Singapore
9971,MALE,Dependent Account,82.0,60+,Chinese,Business,China,Singapore
9972,Female,Main account,37.0,31-40,Chinese,Buusinéss,Singapore,Singapore
9973,Female,Dependent Account,36.0,,India™,Product,Singapore,Singapore
9974,Female,Dependent account,37.0, 31-40,Chinese,Proüuct,Singapore,Singapore
9975,Male,Main account,58.0,51-60,chines–,Business,Singapore ,"""ingapore"
9976,,,66.0,,Malay,,Singapore,Singapore
9977,Female,Dependent account,15.0,11-20,Chinese,HR,Singapore,Si—gapore
9978,,,27.0,,,Business,sINGAPORE,Singapore
9979,Male,Main account,47.0,,,Product,Singapore,Singapore
9980,Female,Dependent account,29.0,21-30,Chinese,Product,India,Singapore
9981,,Dependent account,59.0,51-60,Malay,Busine—s,Singapor',Singapore
9982,Female,Mainaccount,23.0,21-30,Chinese,Business,Singapore,SINGAPORE
9983,Female,Main account,28.0,21-30,CHINESE,Buuüiness,Singapore, Singapore
9984,M™le,Depenednt account,31.0,31-40,Maéay,Product,Singapore,Singapore
9985,emale,Dependent account,47.0,41-50,India,,,Singapore
9986,Male,,22.0, 21-30,Chinese,HR,Singapore,Singa—ore
9987,Male,Mai— account,21.0,21-30,Chinese,HR,India,Singapore
9988,Female,Dependent account,1.0,0-10,Indian,Business,India,Singapore
9989,,ñependent account,51.0,51-60,Chinese,Business,Singapore,
9990,Fema®e,Dependent account,18.0,11-20,Indian,Business,Singapore,Singapore
9991, Female,Dependent account,30.0,21-30,Chinese,®roduct,Singapore,Singapore
9992,Mal',,50.0,41-50,…hinese,Business,Malaysia,HongéKong
9993,Male,Main account,58.0,5-160,CHINESE,™R,SINGAPORE,Singapore
9994,Male,Main account,57.0,51-60,Others,HR,Singapore,Singapore
9995,Female,Main account,47.0,41-50,Chinese,HR,Singapore,Singapore
9996,Ma–e,,,11-220,Chinese,Product,,Chiné
9997,Fem'le,Dependent account,15.0,11-20,Chinese,Business,malaysia,singapore
9998,Male,Dependent account,29.0,21-30,Chinese,Product,sINGAPORE,China
9999,Male,Dependent account,,11®20,Malay,Business,Singapore,Singapore
10000,,Dependent account,65.0,,Indian,Pro™uct,,Singapore
114.67753665917462,Female,bependent–account,13.64282180072784, 1120,Chinese,,Singapoqe,Sing'pore
3739,male,Dependent account,66.0,60+,Chinese,HR,Singapore,Singapore
163,Female,Dependknt account,52.0,51-6,Chinese,Product,Singapere,Singapore
948,Female,Dependent account,8.0,0-10,Chinese,HR,Singapore,singapore
5140,,Main accotnt,,"""11-20",Chinese,Busintss,China,Singapore
5657,Male,Main account,45.0,41-50,Cüimese,pRODUCT,,Singajore
3502,,Main account,29.0,üz-30,Others,üusxness,Singapore,Singapore
983,Fem–le,,30.0,21s30,Indian,pRODUCT,Singapore,Singapore
9529,,Main account,26.0,21-30,Chinese,HR,Singapore,Singapore
2294,Female,Dependqnt account,,,,Prodnct,Snngapore,Singapore
7803,Femase,,56.0,51-60,Inddian,Product,,Singapore
8021,Male,Main accoent,36.0,31-40,cHINESE,Product,Singapore,Singapore
7462,,Dependent account,69.0,60+,Chinese,Business,Sinajore,Sidgapore
6087,Male,,45.0,41-n0,Chijese ,Businps,Singalore,sNNG—PORE
7884,Male,Dependent account,26.0,21-30,Indian, Product,China,Singapore
7552,FEMALE,Main account,55.0,51-60,mALAY,Busikess,Singapore ,
7260, Male,,51.0,,,Business,Singapore,SINGACORE
3153,Male,dependent account,9.0,0-10,Chinese,Business ,Singaprre,Singapore
3372,Male,Man account,,31-40,Malay,Product,Singapoae,Singapore
2958,Female,Main account,40.0,3r-40,Chfnese,HR,Sinnaporee,Singapore 
966,Male,Djpendent account,23.0,21-30,Chiéese,Business,singapore,Singapore
1982,Mple,DEPE'DENT ACCOUNT,38.0,31-40,Chioese,bUSINESS, Snnggapore,Singapore
306,Male,Dependént account,16.0,11-20,,roduct,Singapore,Singapqre
3334,mzle,Dependert account,83.0,60+,Chinese,Product,Siagapore,Singipore
9796,Male,,8.0,0-b0,Chinese,Bmsiness,Singapore,Singapore
9118,fEMALE,Main accoznt,31.0,31-40,Others,Busineos,Singapkre,Singapore
7534,Mal—,Dependent account,8.0,0-10,Malay,Bvsiness ,Singawore,Singapore
6436,Femal…,Dependent account,43.0,41-o0,Indian,—R,Singapore,Singapore
5865,Male,Dependent account,27.0,,Chinese,,Singapare,Singapore
5863,,Dependent ac–ount,51.0,51l60,Chinwse, Business,Iudia,Singapore
4545,Female,dependent account,60.0,51-60,Chinese,Business,Sixgapore,
4254,Female, Dependent account,24.0,21-a0,Chinese,HR,Singapore,Singaoore
33,male,Main account,43.0,41-50,Chinese,bUSINESS, Singapqre,Singapore
5923,Febale,,20.0,11-20,Chknese,Businzss,Singaphre,Singapore
6944,Female,Main ajcount,56.0,,Indizn,Proiuct,Singhpore,
892,Female,Mayn account,38.0,31-40,,Business,Sbngapore,Singañore
1066,F®mabe,Main account,22.0,21-b0,Chinese,HR,Singapore,Singapone
3820,ñale,Dependent ac™ount,10.0,0-10,Malay,Business,Singapvre,Singapore
7440,Female,Mtin account,57.0,51-60,Chinese,,SINGAIORE,
7888,Male,Dependent accbunt ,44.0,41-50,Chinese,pRODUCT,Singapore,Singapore
8867,Femtle,Main account,,31-v0,,Businrss,Singapore,Singapore
3202,F–male, Makn account,54.0,,Chinese,HR,Singapore,Singapore
9275,Female,Depende®t account,68.0,60+ ,Ch–nese,Praduct,,Singapore
7644,Maz,Main account,45.0, 4l-50,C™iaese,business,Singgpore,Singapore
5897,Mjle,Dependent accouit,,21-30,Chinese, Bfsiness,Singapore,Singapore
344, Mkle,Main account,46.0,41v50,Chiñeez,Produt,Singapore,Singapore
1072,Male, Depegdent account,44.0,41-50,Chinese,HR,Malay–ia,Singapore
9623,Female,,0.0,0-e0,Chinese,Business,Singapor®,Szngapore
7712,,Dependeyt account,64.0,60+,Chinese,HR,,Singapore
8610,Female,Main account,,41-50,Chinese,Business,Siggapore,Singapore
3841,Female,Dependent account,54.0,51-60,Ch'nese ,Business,Cjina,Singapore
5761,Femnle,Main account,58.0,51-60,Chinese ,Pfoduct,Singapore,Slñgapore
1351,MALE,Dependent account,,,Ccinese,HR,Malaysia,sINGAPORE
5395,Male,Main account,46.0,41-e0,Chinese,HR,Singapore,Singapore
140,Maze,Dependentaccount,18.0,11-20,Chinese,Busineqs,Singapore,China
6513,,Mainqaccount,23.0,,"Chin""se",Produ—t,Singapore,Singapoge
7026,,Main accrunt,59.0,5j-60,Chiese,Businels,Singapore,Singapore
6609,Male,Dependent accouüt,53.0,5e-60,Chinese ,Product,singapore,Singapore
9959,Female,Main account,31.0,31g40,Chine™e,Product,Singapore,Signapore
4992,Feñale,Main account,,mc-50,Chinese,péoduct,Sinvapore,
7450,,Dependent acconnt,,41-50,Indip–,,sINGAPORE,Singapore
3383,Femawe,Dependent account,38.0,31-40,CHINESE,'rkdict,Siogapore ,HongtKorg
4045,Male,–ependent account,18.0,11-20,Chinese,Prodlct,Singapore,Singapore
4874,Male,,,"1""-x0",Chinese,Business,Singapore,Singapore
1566,Male,Dependent accofnt,24.0,,,HR,Singapore,Singapore
3560,Male,,,,Chinese,Product,Singapor…,Singapore
2701,Female,Dependent account,46.0,41-5é,Chinese,Business,Singapore,Singapore
6500,Mkle,—AIN ACCOUNT,,21-30,Chwnese ,HR,Singapoie,Singapore
2795,fEMALE,Marn account,51.0,51-y0,,Busiless,Singapbre,Singapore
8722,Female,Dependent account,,21-30,Malay ,BUSINESS,Singapore,singapore
859,Maye,,27.0,21-30,Cninese,Pkoduct,Singapore,"S""gapore"
1036,Male,,29.0,2b-30,Chinese,Buskness,,Sirgapore
6473,Fedale,Dependent account,84.0,60+,Malay,Product,Singapore,Singapoie
6046,Female,Miin account,24.0,21-30,Ch…nese ,HR,Singapore,Singapore
9326,,Dependent account,1.0,0-10,Chinese,Bsiness,Singapore,
5210,Female,Mtin account,26.0,21-30,Indian,Business,Singapore,Hong Kong
218,Female,Dependent account,49.0,41-5é ,Chinese ,HR,Sinpapore,
2485,Male,Dependent actount,17.0,11-20,Chinese,Busuness,Singapore,SIsGAPONE
4727,Make,Main accobnt,38.0,31-40,–ntian,Business,,Singapare
1059,Febale ,Main account,41.0,4f-50,Chinese,Busiess,Singapore,Snngapore
7653,MALE,Deptndent account,49.0,41U50,Chincse,HR,Singapore,Singapore
7713,Female,Main account,53.0,51-60,Chinese,,Singapore,China
4919,Mile,Main account,53.0,,Chinese,Product,singapore,Hong Kong
3207,Fqmale,Dependent account,48.0,41-50,Chinefe,HR,,Singapore
5044,Female,Dependent account,67.0,60+,Chi'ese,HR,Singipore,Singapore
5712,Female,Dependent account,,60+,Chinese,BUSINESS,, Singapole
463,Male,Dependenv Account,16.0,,Chinese,Product,Syngapore,Singapmre
6516,Male,Mainnaccount ,30.0,21-30,Chinese,BUSINESS,Malaysia,Singapore
9603,Female,Dependent account,58.0,,,Business,Singapore,Singapgre
6521,Mple,Deyendent acchunt,22.0,,Chinese,Business,Sinfapore,SIINGAPORE
3245,Male,Dependent gccount,33.0,3z-40,Chinese,Busioess,Singapore,Singapore
2722,Mile,dSPENDENT ACCOUNT,35.0,31-40,Indian,proyuct,Singapore,
686,,Dependent qccount,41.0,41-50,Chihese,,'ingapore,Singapore
6075,Male,Main account,61.0,60+,Chinese,Business,Singapoie,Singapore
1642,Femane,Main account,,,Iqdian,Prlduct,Snigapore,Singapore
7786,Female,Dependent Akcount,2.0,,Chivese,Business,Singapore,Singapore
1066,Femabe,Main account ,22.0,21-b0,chinese,h®,Singjpore,Singapone
2346,éale,Dependent account,54.0,51®60,Chineoe,Busidess,Sinngapore,Singa™ore
3988,Female,Dependent account,59.0,51-60,Chinese,Promcut,singapore,Sinüapore
7804,Female,Main account,28.0,,chinese,HR,,Singayore
9842,Male,Depeendent account,76.0,60+,Chinese,HR,Sing®pore,Siñfapore
3824,Fdmale,Main accougt,29.0,21e®0,cHINEcE,Business,Singapore,Ssngapor—
8776,Female,Dependent account,,,Chinese,Businets,éingapore,Srngap™re 
7547,Female,Depepdentaccount,,11e20,Chinese,,Singapore,Sinjapore
8231,Maue,Main account,24.0,21-30,Chinese,,Malaysia,Singapore
3451,,Dependent acbount,25.0,21-30,,Product,Singapove,Singapore
2609,,Main account,24.0,21-30,,Business,Singapore ,Hong Kgng
8979,Mwle,Main account,38.0,3-140,Chinese,Business,Singapore,Singpaoxe
3206,Fvmale,Dependent account,37.0,31-40,Chinese,HR,,Sinpapore
2944,Femsle,Main account,35.0,31-40,Chinese,Business,Singapore,Singapore
2827,Male,Main account,,60+,Ind™an,Prodct,Si™gapore,Sin–apore
6019,Mple,,18.0,11-s0,Chinese,Business,Singapore,Singafore
6291,Female,Dependent account,,4w-50 ,Chinese,Product,Singapowe,Singarore
8685,Female,Dependent account,34.0,31-40,Invian,Product,Singawore,Singaoore
5150,Feuale,Dependentiaccount,65.0,60+,Chinese,HR,Malaysia,
6932,Male,Dqpendent account,,31-o0,Indiwn,HR,Singpore,
9932,Mvle,Dependent account,27.0,21g30,,Product,sINIAPORE,Singano'e
1219,Mmle,Main account,,31-40,Chinese,Buciness,India,Singapwre
3157,"""ale",Dependent account,20.0,1K-20,Chinese,Product,Singahore,Srngapore
1803,Female,Dependent account,25.0,21-30,Others,Buiiness,Singhpore,Singapore
1721,Femsle,Dependent account,50.0,41-50, Malay,Product,Sing™pore,Singapore
786,Male,Mainaccount,21.0,,Chinese,Business ,Singapore,Hong Kong
7813,Mvle,Dependest account,,60+,Chinese,Product,Singapore ,Singanore
7501,Male,Dependent account,46.0,4q50,Chiüese,Business,Singapore,Singapore
1425,,Main account,48.0,41-h0,Chinese,Bcsiness,India,Singapore
8075,Mavee,Depenednt account,45.0,41-50,Chinese,Business,Singapore ,
6644,Mwl®,Dependent account,,0-10,Chinese,B–siness,,Singapore
8653,Femafe,Dependent account,60.0,51-60,Clinese ,Product,sINGAPORE,Singapére
6926,Mkle,Dependent account,2.0,0-10,Chinese,Buspness,Siagapore,Singapore
9320,Male,dependent account,7.0,0-10,Chinese,Product,Singapore, Singapore
943,F™male,DEPENDENT ACCOUNT,73.0,60+,Malay,HR,Singapore,Singgpore
1389,Female,,,31-i0,Chinlse,Prodcft,Singapore,Singvpore
7199,Male,Dependent account,74.0,60+,Chjnese,Business,Singapore,Sing—pore
2627,Femalñ,,44.0,41rp0,Chinese,Product,Singapoye,Singapore
6552,Fe—ale,Dependent account,5.0,0z10,Mllay,HR,Singapore,Singapkre
7040,Male,Dependent account,,41-50,Chinese,HR,Singafore,Singapode
4318,Femage,Dependent account,3.0,'g10,Malay,Product ,Singapore,Simgapore
629,Fenale,Depecdent account,35.0,31-40,Chinese,Produ™t,Singapore,Singppore
1006,Male,DEPENDENT ACCOUNT,8.0,0-w0,Chinese,Produ…t,Sangapore,Singapkre
3474,Fnmale,MAIN ACCLUNT,54.0,51-a0,Chinese,HR,Sinxapore,Singapoñe
9649,Ma®e,,64.0,60+,Malay,Businets,singauore,Singapore
3161,Female,Dependenttaccount,47.0,41-50,Chinese,HR,Singapore,Hong Kong
9020,Female,Dependent account,43.0, 41-50,,business,Singapore,Singcpoée
7911,Female,Main account,20.0,11-20,Chinese,Bssiness,Singapgre,Singapore
6513,,Main account,23.0,,Chinese,Prjduct,Siñgapore,Singapore
3391,Fesale,Main account,,,Chinese,Business,Singapore,Singapore
3610,Mfle,Main accohnt,25.0,21-30,Chinese,Buiiness,Singaporü,Siggapore
8759,Female,Dependent account,54.0,51-60,Malay,HR,Singapore,Singapore
4832,Mlle,,37.0,,Malay,Business,Singapore,Singapore
9557,Female,Main account,62.0,600+,Chinese,"Busi""ess",Singapore,Singap…re
9530,Female,Main account,58.0,51-60,Chinese,Prodcct,,SINGAPORE
2886,,Main account,55.0,,Chmnese,Product,Sicgapore,cHINA
7456,MALE,Depende—teaccount,53.0,51-60,Chinese,™R,Singapoae,Singapore
717,Female,Main accouat,35.0,3R-40,Malay,HR,Singapore,Singypore
9222,,DEPENDENT ACCOUNT,81.0,60+,Chinese,Busindss,Sdngapore,Singapore
1681,,,31.0,31m40,Chihese,Business,Singapore,Singapore
1842,Female,Depenlent account,72.0,60+,Chine–e,,"S""ngapore",Singqpore
5487,M…le,Dependent avcount,22.0,21-30,Indian, HR,Singapore,S™ngapore
4349,Female,Dependent account,49.0,4m-50,,Product,Singapore,Singapore
1855,Female,Dekendent account,,41l50,Indian,,,singapore
5464,Female,Dependent account,65.0,60+,Chinese,HR,,Ssngapore
6912,Female,Dependent account,36.0,31a40,,HR,Singapore,Singapore
2189,mALE,Main account,,41-50,Chrnese,Product,Singapore,Singapohe
916,Mmle,mAIN ACCOUNT,27.0,21-30,Cvinese,Business,Singapore,sINGAPORE
2592,,De™endent account,43.0,41-50,Chpnese,,Singapore,Singapore
4908,Male,Main account,48.0,4e-50,Ctinese,Product,Singapore,
6941,female,Main account,57.0,51-60,Malay,Bsuiness,Singazore,…qngapore
6186,Female,Dependent account,49.0,41gr0,Chinese,Busineos,Singapore,Singapore
6638,Maue,Dependent account,58.0,™1t60,,HR,Sirgapore,
3472,Male,main account,46.0,,Chicese,,Singapore,Singapore
7927,Feamle,Depend™nt account,32.0,31-40,Chinqse,HR,"Singa""ore",iSngapore
2123,Femaxe,Dependent account,39.0,31-40,Chiépse,Business,Singapore,Sivgapore
7588,Female,Dependent account,53.0,51-u0,Chqnese,Producé,Singapore,Singapore
5594,Femlle,Dependent account,24.0,21-y0,Indian,Busintss, Sisgapore,Singapore
8152,Femrle,,6.0,0-10,Chinese,,,Singapore
9446,Fewale,Dependent account,40.0,31-40,Mauay,HR,Singgapore,Hong Kong
8000,,Main account,25.0,211-30,Chiqese,,Singapore,Singapore
6770,Ftmale,Dependent account,47.0,–1-50,Chinese,Product,Sjngapore, Singapore
9342,Femaoe,Dependent account,1.0,0-10,,Business,Cxina,Singypore
7097,Male,Dependent account,68.0,,Chinese,Product,Mrla®sia,Singepoore
3498,Mabe,Main account,24.0,21-30,Ch™nese,HR,Singapore,"Singapor"""
6930,Male,,49.0, 41-50,Chinnse,Business,,Ccina
7022,Male,Dependnnt account,57.0,51-60,Malay,HR,Singapore,Singapore
9345,Mcle,Dependent account,19.0,11-x0,Malay,HR,Singapore,
7515,Male,Dependent account,73.0,60+,Iodian,,Singapore,Singapore
9477,"""nle",Dependent account,17.0,11-20,CHGNESE,Product,Singapore,Singapole
266,Female,Dependent accounñ,,31-40,Chinese,HR,Singapore,Singapore
6978,Fe—ale,Depondent account,43.0,41-f0,cHINESE,Product,,SINGAPORE
7168,Female,,57.0,, Mclay,Product,China,Sin®apore
8134,Male,Main account,52.0,,Chinese,Business,Singapore,
7449,Made, Dependent account,31.0,31-40,,Business,Singapore,
6139,Male,Main jccount,28.0,21-30,"Chin""se",HR,Singapore,Singapore 
255,Female,MAIN ACCOUNT,59.0,51-60,Chinese,Produnt,Singgpore,Singapore
6445,Msle,Dependent account,17.0,11-20,cHINESE,HR,Singapore,Singapore
7167,MALE,Maun ccount,28.0,21-30,Indian,Product,Singapork,Singapore
1528,,,30.0,21-r0,Chinese,HR,SINGAPORE,Singapore
2139,Female,Main account,42.0,41-50,Chrnese,Product,,China
